"","species","report","mean","loHPDI","hiHDPI"
"1890","Muskox",2,1.99666954,1.34941,2.65103
"1891","Bear - Polar",1,1.032085468,0.694783,1.33351
"1892","Trout - Lake",4,4.07299518,2.69738,5.4021
"1893","Goose - Canada",14,14.1646433,9.27228,18.7698
"1894","Goose - Snow",10,10.2149237,6.78789,13.4562
"1895","Goose - Canada",7,7.28930148,5.2583,10.2513
"1896","Goose - Canada",7,7.22238052,4.92749,9.86631
"1897","Ptarmigan - Rock",2,2.10270124,1.43045,2.76353
"1898","Crane - Sandhill",1,1.037808972,0.708313,1.4189
"1899","Trout - Lake",35,34.7589084,23.3029,46.8383
"1900","Goose - Canada",18,17.9706144,12.0385,23.4104
"1901","Seal - Ringed",2,2.0500575,1.34061,2.68721
"1902","Trout - Lake",2,2.06602428,1.36635,2.72541
"1903","Goose - Snow",12,12.2214804,8.39924,16.7703
"1904","Trout - Lake",77,76.6369634,47.2666,99.8596
"1905","Trout - Lake",20,19.9357694,11.9921,25.678
"1906","Trout - Lake",8,8.23774938,5.41493,10.9777
"1907","Bear - Polar",1,1.042139712,0.728122,1.33152
"1908","Seal - Ringed",1,1.045375168,0.648961,1.38676
"1909","Goose - Canada",18,18.2467016,12.3773,24.4561
"1910","Ptarmigan - Rock",1,1.061109248,0.707902,1.43903
"1911","Goose - Canada",6,6.21455926,4.32941,8.60019
"1912","Seal - Ringed",2,2.0592502,1.35336,2.61153
"1913","Goose - Snow",5,5.11947794,3.2766,6.80349
"1914","Trout - Lake",72,70.0295506,44.4405,91.6134
"1915","Goose - Canada",15,15.30956968,8.85875,19.9878
"1916","Swan - Tundra",3,2.86288394,1.86341,3.77769
"1917","Trout - Lake",81,80.4300294,52.609,107.527
"1918","Trout - Lake",20,20.32732094,12.7911,27.3585
"1919","Goose - Canada",5,5.09588664,3.37592,6.76892
"1920","Goose - Snow",1,1.066118042,0.706153,1.41954
"1921","Seal - Ringed",-1,3.714372746,0.154954,8.78385
"1922","Trout - Lake",40,39.7844462,27.6756,52.3762
"1923","Goose - Canada",3,3.13109366,2.13852,4.18217
"1924","Crane - Sandhill",1,1.050828276,0.67028,1.37108
"1925","Muskox",4,3.80093826,2.65319,5.04903
"1926","Trout - Lake",26,26.4599356,17.8219,35.478
"1927","Goose - Canada",3,3.13594998,2.07177,4.14889
"1928","Goose - Snow",4,4.16746474,2.62118,5.41033
"1929","Seal - Ringed",1,1.04611336,0.670877,1.38259
"1930","Trout - Lake",20,20.09599904,13.5367,27.7319
"1931","Muskrat",2,2.1324043,1.32275,2.74713
"1932","Ptarmigan - Rock",3,3.09522664,1.99052,4.13095
"1933","Trout - Lake",37,36.7393344,26.0044,49.1457
"1934","Char - Land Locked",68,67.7867892,46.5791,93.7329
"1935","Seal - Ringed",2,2.048499986,1.37864,2.72119
"1936","Char - Arctic",15,15.23959368,9.64425,20.3008
"1937","Trout - Lake",13,13.22239752,9.13386,17.7451
"1938","Char - Arctic",2,2.08564868,1.39159,2.7815
"1939","Trout - Lake",1,1.057610166,0.7006,1.44099
"1940","Char - Land Locked",3,3.08679148,2.16082,4.11572
"1941","Trout - Lake",10,10.21639086,7.00314,13.7849
"1942","Char - Arctic",22,22.3224578,15.1106,29.3685
"1943","Caribou - Union Dolphin",1,1.06036638,0.724094,1.42625
"1944","Seal - Ringed",3,3.01615728,1.96788,4.10404
"1945","Trout - Lake",50,49.2946338,32.2045,64.958
"1946","Eider - King",21,21.292494,14.9239,29.9922
"1947","Trout - Lake",9,9.2197538,6.56934,12.8197
"1948","Trout - Lake",4,4.16872696,2.65193,5.47688
"1949","Muskox",2,2.0115122,1.34081,2.59332
"1950","Eider - King",40,40.3549524,25.9261,52.7734
"1951","Eider - King",26,26.2332614,16.9717,35.4307
"1952","Goose - Canada",25,25.1912354,16.1719,33.9439
"1953","Goose - Greater White",3,3.08353474,2.05408,4.1414
"1954","Goose - Snow",15,15.29167614,9.92322,20.3484
"1955","Trout - Lake",20,20.39006462,13.6044,27.7969
"1956","Char - Land Locked",78,77.0172786,50.5802,103.67
"1957","Trout - Lake",7,7.18588152,4.72837,9.59323
"1958","Char - Arctic",1,1.062509222,0.73142,1.41123
"1959","Trout - Lake",2,2.08704182,1.49801,2.85101
"1960","Goose - Canada",5,5.15626092,3.43336,6.92316
"1961","Goose - Snow",5,5.15823576,3.23091,6.69065
"1962","Eider - King",56,55.7259062,37.0078,72.4906
"1963","Eider - King",3,3.13189216,2.02622,4.0566
"1964","Char - Land Locked",8,8.2529192,5.71707,10.9311
"1965","Trout - Lake",21,21.2465866,14.6875,27.8444
"1966","Char - Land Locked",143,140.208358,92.7991,190.74
"1967","Trout - Lake",28,28.0075054,18.7088,36.5967
"1968","Char - Arctic",5,5.13412472,3.39554,6.79948
"1969","Eider - King",50,50.7556224,34.1464,66.4533
"1970","Seal - Ringed",2,2.04403526,1.37199,2.67289
"1971","Char - Arctic",50,49.7254822,33.186,65.3499
"1972","Char - Arctic",15,15.1590914,10.036,20.0166
"1973","Char - Arctic",2,2.07851694,1.25961,2.66865
"1974","Char - Arctic",10,10.26195956,6.8894,13.8311
"1975","Char - Arctic",6,6.13139322,4.21415,8.18696
"1976","Char - Arctic",7,7.1884192,4.96072,9.54026
"1977","Char - Arctic",25,24.9968286,16.0664,31.9791
"1978","Char - Land Locked",44,43.3867662,29.5086,59.0397
"1979","Goose - Canada",10,10.27640038,7.21631,13.8921
"1980","Crane - Sandhill",5,4.86308398,3.43136,6.56482
"1981","Eider - King",30,30.3689286,20.509,40.5902
"1982","Char - Arctic",30,30.1331434,19.8433,40.0851
"1983","Eider - King",20,20.4672306,13.7408,26.8743
"1984","Trout - Lake",21,21.284862,12.9974,28.1736
"1985","Char - Arctic",4,4.15625712,2.61437,5.49737
"1986","Char - Arctic",10,10.3099491,6.53606,13.418
"1987","Char - Land Locked",13,13.13066874,8.74799,17.4629
"1988","Seal - Ringed",2,2.05243304,1.28135,2.72892
"1989","Char - Arctic",15,15.08269566,10.0631,20.4415
"1990","Trout - Lake",10,10.09922412,6.81847,13.5623
"1991","Char - Arctic",3,3.13497242,2.07183,4.15348
"1992","Cod - Greenland",2,2.068870628,1.42095,2.94072
"1993","Char - Arctic",2,2.1094945,1.37213,2.7471
"1994","Trout - Lake",2,2.09356272,1.34507,2.79932
"1995","Char - Arctic",13,13.2024487,7.88712,17.4185
"1996","Caribou - Union Dolphin",1,1.069546812,0.710196,1.44148
"1997","Eider - King",21,21.2390742,13.863,28.0477
"1998","Goose - Snow",1,1.05430279,0.718074,1.40903
"1999","Trout - Lake",15,15.13295848,9.23791,20.3448
"2000","Seal - Ringed",2,2.069318258,1.34288,2.7794
"2001","Trout - Lake",10,10.0477422,6.71861,12.964
"2002","Seal - Ringed",2,2.04104994,1.28177,2.67065
"2003","Char - Arctic",25,25.3765562,17.5447,34.7124
"2004","Trout - Lake",32,31.7771,20.6044,42.0151
"2005","Char - Arctic",5,5.17967946,3.39046,7.02103
"2006","Trout - Lake",33,32.928925,22.0659,43.2596
"2007","Trout - Lake",70,69.3909934,43.5679,92.6983
"2008","Char - Land Locked",15,15.2425232,9.41209,20.0051
"2009","Trout - Lake",33,32.6423404,21.5178,42.9731
"2010","Eider - King",4,4.23385348,2.68457,5.58772
"2011","Char - Land Locked",8,8.16220262,5.64872,10.798
"2012","Trout - Lake",87,85.418026,55.0786,111.976
"2013","Cod - Greenland",13,13.10050124,8.53054,17.3463
"2014","Eider - King",1,1.076498472,0.689653,1.42031
"2015","Char - Arctic",20,20.4139976,13.4881,27.2438
"2016","Seal - Ringed",30,29.036124,18.8532,38.3904
"2017","Eider - King",40,39.8917388,27.7311,53.0224
"2018","Seal - Ringed",20,19.3074858,13.055,25.6256
"2019","Eider - King",12,12.30063084,8.08792,16.0951
"2020","Trout - Lake",30,30.222769,19.7037,39.8925
"2021","Seal - Ringed",2,2.05071892,1.40657,2.69847
"2022","Char - Arctic",1,1.052507892,0.704836,1.36633
"2023","Trout - Lake",30,30.1256224,19.6582,39.2761
"2024","Seal - Ringed",2,2.074507904,1.45302,2.72485
"2025","Char - Arctic",30,30.127212,20.6379,39.9711
"2026","Seal - Ringed",3,3.0478929,1.94838,3.98962
"2027","Char - Arctic",1,1.060216428,0.748577,1.45221
"2028","Trout - Lake",33,33.2163288,23.5492,44.9264
"2029","Eider - Common",45,46.0999224,28.7325,58.8345
"2030","Goose - Canada",10,10.17214196,6.22317,13.5775
"2031","Seal - Ringed",1,1.061427064,0.722893,1.43688
"2032","Trout - Lake",30,29.8566654,20.5562,40.2302
"2033","Char - Land Locked",34,34.1575462,20.8041,44.986
"2034","Trout - Lake",45,45.3371948,32.2267,61.6694
"2035","Char - Land Locked",15,15.39735396,10.0945,20.5364
"2036","Eider - King",10,10.26554594,6.64564,13.6186
"2037","Char - Arctic",21,21.2456826,15.0307,28.2481
"2038","Char - Arctic",2,2.09949336,1.35871,2.73174
"2039","Char - Arctic",37,37.1698502,25.7458,49.775
"2040","Char - Arctic",5,5.2871164,3.61873,6.88035
"2041","Char - Arctic",7,7.12670096,4.46956,9.3208
"2042","Trout - Lake",48,48.1587308,32.1978,65.553
"2043","Char - Land Locked",17,17.20765546,12.0152,23.0624
"2044","Trout - Lake",42,42.2087086,28.4001,56.3339
"2045","Char - Land Locked",37,37.0194976,24.7713,49.5161
"2046","Char - Arctic",2,2.07716394,1.38292,2.84727
"2047","Cod - Greenland",10,10.10898574,6.71174,13.0365
"2048","Goose - Canada",1,1.065627132,0.690981,1.43291
"2049","Trout - Lake",8,8.20104404,5.05906,10.666
"2050","Char - Arctic",32,32.1117016,22.3481,43.662
"2051","Caribou - Union Dolphin",1,1.053610264,0.698872,1.4338
"2052","Char - Arctic",26,26.2859522,17.6412,36.0556
"2053","Char - Arctic",30,30.274308,21.2239,40.7953
"2054","Seal - Ringed",20,19.4547624,12.7036,25.7765
"2055","Trout - Lake",3,3.11729406,2.04918,4.19101
"2056","Char - Land Locked",2,2.093245342,1.38898,2.77364
"2057","Trout - Lake",30,29.691023,19.7835,40.6099
"2058","Trout - Lake",20,20.0687586,14.0209,27.8129
"2059","Char - Arctic",2,2.1032439,1.46592,2.86174
"2060","Seal - Ringed",1,1.045633082,0.679988,1.40588
"2061","Char - Arctic",80,79.3925934,50.4727,103.967
"2062","Trout - Lake",8,8.2167977,5.25728,11.0012
"2063","Eider - Common",45,45.075505,30.703,58.981
"2064","Goose - Canada",5,5.09870292,3.596,6.70039
"2065","Goose - Snow",5,5.20346348,3.47513,6.91824
"2066","Seal - Ringed",1,1.045532646,0.733722,1.37932
"2067","Eider - Common",60,60.6192742,38.8267,78.529
"2068","Trout - Lake",30,30.0456478,20.2965,40.5328
"2069","Eider - Common",5,5.18250314,3.28971,6.60535
"2070","Seal - Ringed",1,1.041475072,0.690508,1.33619
"2071","Eider - King",9,9.25025508,6.15658,11.9691
"2072","Char - Arctic",25,25.1325526,17.2284,32.9701
"2073","Char - Arctic",6,6.21588164,4.00713,8.17423
"2074","Goose - Canada",1,1.06680781,0.722643,1.44064
"2075","Char - Arctic",20,20.0677386,12.7191,26.911
"2076","Caribou - Union Dolphin",2,2.03480632,1.43787,2.71286
"2077","Char - Arctic",2,2.0903965,1.37335,2.78299
"2078","Goose - Canada",3,3.1417946,2.06734,4.13932
"2079","Trout - Lake",6,6.23606456,4.21175,8.46815
"2080","Char - Arctic",12,12.16321144,7.89785,15.6006
"2081","Char - Arctic",20,20.3483004,13.7267,27.4514
"2082","Muskox",2,1.991406606,1.37263,2.62967
"2083","Char - Arctic",10,10.26133186,6.94751,13.6995
"2084","Char - Arctic",2,2.07402586,1.40894,2.83983
"2085","Muskox",1,1.048372746,0.724862,1.37587
"2086","Char - Arctic",2,2.11213694,1.45454,2.92397
"2087","Char - Arctic",7,7.32769962,4.77349,9.54841
"2088","Caribou - Union Dolphin",1,1.055603634,0.722059,1.41601
"2089","Caribou - Union Dolphin",9,8.53301492,5.75874,11.1458
"2090","Eider - Common",2,2.13442602,1.3566,2.82175
"2091","Goose - Canada",1,1.062180488,0.707101,1.44103
"2092","Char - Arctic",10,10.15597424,7.29311,13.406
"2093","Char - Arctic",5,5.20033292,3.73423,6.89327
"2094","Char - Arctic",5,5.16510952,3.34494,6.82513
"2095","Cod - Greenland",1,1.033995864,0.684078,1.40165
"2096","Trout - Lake",2,2.1127055,1.41833,2.82809
"2097","Seal - Ringed",4,4.08201984,2.89167,5.4544
"2098","Trout - Lake",18,18.1299131,12.9007,23.9562
"2099","Cod - Greenland",-1,16.5085564478,0.0690877,31.0215
"2100","Caribou - Union Dolphin",2,2.06274606,1.41335,2.85466
"2101","Char - Land Locked",7,7.19770094,4.99969,9.7096
"2102","Caribou - Union Dolphin",12,11.22815438,7.83348,14.8491
"2103","Char - Arctic",39,38.7042448,24.6693,50.2652
"2104","Char - Arctic",5,5.18189322,3.27084,6.89307
"2105","Cod - Greenland",3,3.11569478,2.02368,4.12513
"2106","Loon - Common",1,1.045229188,0.74088,1.3989
"2107","Seal - Ringed",2,2.05183312,1.4014,2.72212
"2108","Trout - Lake",3,3.12066104,2.16839,4.26484
"2109","Goose - Canada",2,2.06667998,1.35478,2.7428
"2110","Goose - Snow",45,45.167531,30.6384,59.3759
"2111","Char - Arctic",12,12.28413102,8.05766,16.7469
"2112","Seal - Ringed",1,1.03657793,0.700327,1.37089
"2113","Cod - Greenland",7,7.12029582,4.32207,9.34354
"2114","Trout - Lake",5,5.17092502,3.25879,6.55584
"2115","Goose - Canada",3,3.12986744,2.16274,4.14998
"2116","Sculpin - Fourhorn",3,3.09170376,1.99486,3.95555
"2117","Goose - Greater White",5,5.19265288,3.41324,7.12177
"2118","Goose - Snow",7,7.33308138,5.0003,9.74139
"2119","Seal - Ringed",1,1.052866678,0.687063,1.4155
"2120","Seal - Ringed",44,42.126424,28.4671,55.6933
"2121","Char - Arctic",20,20.3244272,14.0967,27.5997
"2122","Char - Arctic",50,50.0025898,32.2121,67.0299
"2123","Cod - Greenland",35,35.19443,23.5267,46.9103
"2124","Seal - Ringed",2,2.0588876,1.34214,2.65058
"2125","Caribou - Union Dolphin",3,2.9834675,1.91182,3.87728
"2126","Trout - Lake",14,14.30021888,9.66045,18.7915
"2127","Char - Land Locked",14,14.21277338,9.31233,19.1833
"2128","Muskox",2,2.021793456,1.42666,2.78235
"2129","Caribou - Union Dolphin",2,2.06972116,1.43992,2.7294
"2130","Trout - Lake",3,3.09108218,1.98205,4.15756
"2131","Hare - Arctic",1,1.04872425,0.725653,1.40499
"2132","Trout - Lake",88,86.3896682,58.984,117.392
"2133","Trout - Lake",16,16.10354898,11.3864,22.313
"2134","Trout - Lake",10,10.05374612,6.83208,13.4606
"2135","Trout - Lake",-1,19.3158306312,0.0602029,33.8508
"2136","Hare - Arctic",1,1.067133354,0.721206,1.42659
"2137","Char - Arctic",40,39.2479524,26.2648,51.5117
"2138","Muskox",2,2.0027052,1.37894,2.68304
"2139","Char - Arctic",20,20.1814236,13.2575,25.2932
"2140","Mallard",8,8.03410466,5.15936,10.8576
"2141","Hare - Arctic",1,1.05871266,0.644347,1.40562
"2142","Goose - Snow",2,2.124392562,1.37374,2.86185
"2143","Mallard",13,12.9986357,8.00706,16.9063
"2144","Seal - Ringed",1,1.053129212,0.710805,1.42635
"2145","Hare - Arctic",5,5.11691688,3.4307,6.65966
"2146","Muskox",1,1.059494032,0.736046,1.42059
"2147","Trout - Lake",3,3.1199218,2.1614,4.05371
"2148","Trout - Lake",20,20.1613668,13.1371,26.9272
"2149","Loon - Common",1,1.034550842,0.737333,1.42202
"2150","Trout - Lake",3,3.0927541,1.9961,4.00529
"2151","Trout - Lake",23,23.2775556,16.5136,31.447
"2152","Goose - Snow",4,4.10506818,2.83438,5.54805
"2153","Goose - Canada",3,3.14412898,2.23398,4.17016
"2154","Trout - Lake",10,10.17826482,6.6082,13.4024
"2155","Trout - Lake",4,4.15262124,2.79193,5.35911
"2156","Muskox",1,1.074500446,0.713419,1.42817
"2157","Trout - Lake",20,19.97357902,14.1791,26.422
"2158","Trout - Lake",25,25.2280824,16.9079,33.9836
"2159","Char - Land Locked",10,10.2834688,6.71927,13.7533
"2160","Trout - Lake",2,2.08465634,1.40088,2.74864
"2161","Trout - Lake",3,3.08582566,1.98274,4.09829
"2162","Char - Land Locked",1,1.04614014,0.735735,1.4519
"2163","Char - Land Locked",21,21.3132464,14.0092,28.2427
"2164","Trout - Lake",4,4.0798175,2.80434,5.47325
"2165","Char - Arctic",1,1.079877702,0.706608,1.41593
"2166","Char - Arctic",33,33.6134794,22.8707,44.4866
"2167","Trout - Lake",18,18.2158448,11.9287,24.0152
"2168","Char - Arctic",24,24.1706196,14.8787,31.8066
"2169","Muskox",-1,1.953048182,0.692378,3.42519
"2170","Trout - Lake",10,10.03414126,7.00013,13.362
"2171","Char - Arctic",21,21.3280622,14.1208,27.5604
"2172","Char - Arctic",4,4.17538132,2.92406,5.4762
"2173","Char - Arctic",24,24.1587854,16.8975,32.7508
"2174","Char - Arctic",6,6.22717606,3.77562,8.31952
"2175","Trout - Lake",10,10.15811758,7.18845,14.0406
"2176","Char - Arctic",35,35.0643686,23.5151,46.3414
"2177","Muskox",2,2.02599414,1.3046,2.62267
"2178","Caribou - Union Dolphin",2,2.07333304,1.30453,2.80508
"2179","Muskox",2,2.017290782,1.30328,2.63637
"2180","Caribou - Union Dolphin",1,1.051554348,0.711949,1.36088
"2181","Caribou - Union Dolphin",2,2.05336758,1.28511,2.70299
"2182","Char - Arctic",6,6.15427806,4.08772,8.07914
"2183","Char - Arctic",36,36.3923992,24.4952,49.2935
"2184","Trout - Lake",2,2.06737292,1.37189,2.73542
"2185","Seal - Ringed",1,1.045331544,0.670045,1.3203
"2186","Cod - Greenland",-1,12.345903346,0.162921,26.9271
"2187","Char - Arctic",39,38.9875258,26.3451,53.6187
"2188","Trout - Lake",22,22.133896,14.9115,29.6646
"2189","Char - Arctic",60,60.4697986,42.9656,85.2077
"2190","Trout - Lake",40,40.163367,26.7222,54.9423
"2191","Char - Arctic",12,12.12133822,8.37624,16.5914
"2192","Trout - Lake",1,1.06776522,0.691664,1.4185
"2193","Trout - Lake",12,12.06474378,7.36756,15.8053
"2194","Char - Arctic",2,2.1208238,1.32063,2.67689
"2195","Whitefish - Lake",4,4.21655292,2.58871,5.59667
"2196","Muskox",3,2.93380698,1.94477,3.89848
"2197","Trout - Lake",4,4.10881024,2.70317,5.44791
"2198","Trout - Lake",2,2.08665746,1.36138,2.87728
"2199","Caribou - Peary",2,2.08238478,1.37706,2.87431
"2200","Caribou - Union Dolphin",3,3.03529384,1.96003,4.10703
"2201","Muskox",4,3.80031648,2.49472,4.91099
"2202","Ptarmigan - Rock",6,6.06063776,4.12697,8.073
"2203","Caribou - Union Dolphin",2,2.03843992,1.44085,2.66862
"2204","Seal - Ringed",1,1.045922224,0.6801,1.40389
"2205","Muskox",1,1.067130712,0.754584,1.46034
"2206","Muskox",4,3.75667824,2.56964,4.8305
"2207","Caribou - Union Dolphin",2,2.0426989,1.40382,2.72577
"2208","Char - Arctic",51,50.9504894,33.5216,67.8796
"2209","Hare - Arctic",1,1.047024628,0.711432,1.37985
"2210","Muskox",1,1.059549504,0.700059,1.42377
"2211","Muskox",6,5.58632212,3.4793,7.20611
"2212","Ptarmigan - Rock",10,9.91177648,6.43797,13.0358
"2213","Caribou - Union Dolphin",1,1.051017464,0.732316,1.38213
"2214","Muskox",3,2.92732678,1.86414,3.80036
"2215","Muskox",2,2.01722396,1.37175,2.61327
"2216","Trout - Lake",21,20.9402766,14.5127,26.9644
"2217","Trout - Lake",8,8.27636638,5.73318,11.7308
"2218","Muskox",1,1.066136118,0.689789,1.35829
"2219","Char - Arctic",7,7.15938864,4.59289,9.20268
"2220","Char - Arctic",2,2.11505048,1.38952,2.77575
"2221","Muskox",2,2.02186466,1.35679,2.62148
"2222","Trout - Lake",6,6.17868204,3.90316,7.93539
"2223","Char - Arctic",10,10.20584162,6.89243,13.4198
"2224","Char - Arctic",3,3.09391174,2.06121,4.07804
"2225","Cod - Greenland",2,2.066409502,1.40572,2.73406
"2226","Goose - Snow",4,4.14308698,2.88965,5.67143
"2227","Goose - Canada",31,31.1525108,20.6046,40.6236
"2228","Eider - Common",99,98.9135146,67.7423,130.811
"2229","Eider - Common",10,10.5007436,6.33509,13.5138
"2230","Seal - Ringed",3,3.0621928,2.11078,4.10906
"2231","Char - Arctic",25,25.17135,16.6683,33.2394
"2232","Seal - Ringed",4,4.0501308,2.63597,5.32018
"2233","Loon - Common",2,1.98618997,1.33309,2.72289
"2234","Char - Arctic",30,29.976772,20.9313,40.2657
"2235","Seal - Ringed",10,9.9574418,6.38605,12.806
"2236","Cod - Greenland",10,10.17918122,7.04233,13.6658
"2237","Eider - King",220,216.009396,145.943,289.073
"2238","Seal - Ringed",41,38.7997368,24.9554,49.4661
"2239","Trout - Lake",100,98.308255,65.1197,128.405
"2240","Char - Arctic",90,88.7751652,58.4416,121.06
"2241","Seal - Ringed",2,2.06208698,1.28268,2.69296
"2242","Cod - Greenland",35,34.8024062,23.5064,46.4376
"2243","Goose - Canada",19,19.34585964,13.1084,25.3108
"2244","Goose - Greater White",1,1.054540674,0.706936,1.36109
"2245","Eider - King",15,15.42774882,9.88517,20.3048
"2246","Trout - Lake",40,39.662342,24.7947,53.1051
"2247","Goose - Snow",10,10.2298863,6.89156,13.5765
"2248","Char - Arctic",4,4.213869,2.76577,5.5827
"2249","Trout - Lake",7,7.06046732,4.50799,9.38079
"2250","Seal - Ringed",11,10.92179616,6.50739,14.2051
"2251","Eider - King",40,40.4470028,26.5496,52.1753
"2252","Seal - Ringed",1,1.05139083,0.713118,1.44903
"2253","Goose - Snow",20,20.416534,13.8173,26.8033
"2254","Goose - Canada",15,15.13702138,9.87959,19.9809
"2255","Trout - Lake",-1,15.146049542,0.41139,38.4507
"2256","Trout - Lake",8,8.15780152,5.39827,10.8163
"2257","Char - Arctic",2,2.074252,1.35915,2.68835
"2258","Trout - Lake",10,10.28754748,6.85392,13.9381
"2259","Whitefish - Lake",4,4.16133512,2.68851,5.51863
"2260","Muskox",3,2.91597212,2.02749,3.86656
"2261","Char - Arctic",36,36.33375,23.2173,48.8811
"2262","Ptarmigan - Rock",5,5.04760578,3.41904,6.67617
"2263","Trout - Lake",6,6.12857636,4.13803,8.21416
"2264","Char - Land Locked",100,98.8243734,66.9461,132.339
"2265","Cod - Greenland",3,3.08541042,2.10796,4.02952
"2266","Char - Arctic",15,15.30260922,9.67309,19.8597
"2267","Trout - Lake",5,5.1518669,3.51188,6.88119
"2268","Char - Arctic",10,10.14653728,6.43016,13.6914
"2269","Trout - Lake",16,16.0494429,10.2632,21.234
"2270","Trout - Lake",10,10.32289096,6.72158,13.3535
"2271","Whitefish - Lake",10,10.1456829,6.81024,13.5779
"2272","Goose - Canada",50,50.7268174,33.0982,65.5611
"2273","Seal - Ringed",4,4.02729704,2.76252,5.27372
"2274","Cod - Greenland",12,12.1272061,7.95506,15.4798
"2275","Loon - Common",1,1.042134868,0.678723,1.37207
"2276","Char - Arctic",40,39.938388,27.1937,51.3792
"2277","Char - Arctic",12,12.32090422,8.18295,16.5004
"2278","Cod - Greenland",8,8.18723038,5.40089,10.5183
"2279","Eider - King",40,40.0673578,25.8221,52.2496
"2280","Seal - Ringed",1,1.05615045,0.736242,1.47914
"2281","Trout - Lake",15,15.08913678,9.55126,20.0445
"2282","Char - Land Locked",58,58.35178,39.9479,80.9976
"2283","Char - Arctic",53,52.5692664,34.3186,69.1332
"2284","Trout - Lake",11,11.09218768,7.49351,14.3558
"2285","Char - Land Locked",13,13.22831,8.56342,17.7607
"2286","Eider - King",60,60.1815098,38.5377,77.8423
"2287","Seal - Ringed",2,2.05061234,1.38336,2.77958
"2288","Cod - Greenland",13,13.13796892,8.46651,17.616
"2289","Trout - Lake",24,24.0263482,16.6579,33.1778
"2290","Char - Land Locked",20,20.31597072,13.5947,27.3494
"2291","Char - Arctic",-1,21.286403852,0.348474,45.4011
"2292","Eider - King",4,4.25204964,2.81604,5.60553
"2293","Trout - Lake",30,30.2721398,20.5827,42.2497
"2294","Char - Land Locked",20,20.4559886,13.2655,27.4417
"2295","Caribou - Union Dolphin",1,1.037450238,0.669522,1.38805
"2296","Eider - King",26,26.8347786,18.0558,36.1387
"2297","Goose - Canada",5,5.07599478,3.37169,6.58423
"2298","Goose - Snow",7,7.12734468,4.87501,9.47584
"2299","Eider - King",30,30.478621,19.6038,39.1059
"2300","Goose - Canada",3,3.10701128,2.02208,4.07532
"2301","Seal - Ringed",1,1.05618423,0.754143,1.46676
"2302","Loon - Common",1,1.031197512,0.700723,1.32646
"2303","Goose - Canada",25,25.3605548,15.2233,32.5997
"2304","Eider - King",57,57.4782686,38.8911,76.411
"2305","Loon - Common",4,3.74221644,2.55792,4.94291
"2306","Char - Land Locked",83,82.4165534,57.2602,106.908
"2307","Eider - King",172,170.1745992,106.551,226.424
"2308","Goose - Canada",14,13.99313022,9.13621,18.3906
"2309","Trout - Lake",27,27.2027798,18.0712,35.3647
"2310","Trout - Lake",40,39.4929988,27.0422,53.9685
"2311","Char - Land Locked",21,21.2900164,14.1687,27.6056
"2312","Cod - Greenland",6,6.0687572,4.03331,7.99033
"2313","Trout - Lake",2,2.123799268,1.44245,2.81999
"2314","Cod - Greenland",1,1.041250582,0.73261,1.41559
"2315","Hare - Arctic",1,1.055538028,0.71185,1.41041
"2316","Char - Arctic",5,5.1500819,3.29709,6.71937
"2317","Char - Arctic",5,5.21095096,3.38115,6.85903
"2318","Char - Arctic",10,10.10211296,6.62575,13.4237
"2319","Caribou - Union Dolphin",2,2.0208472,1.40536,2.79172
"2320","Char - Arctic",7,7.16154698,5.05253,9.38447
"2321","Trout - Lake",2,2.09355326,1.42965,2.72459
"2322","Char - Arctic",1,1.045427628,0.687539,1.36254
"2323","Goose - Canada",1,1.066964384,0.69324,1.39203
"2324","Eider - King",45,45.679263,31.1546,62.1655
"2325","Goose - Canada",20,19.90935098,13.0547,26.5601
"2326","Seal - Ringed",2,2.0795965,1.31853,2.772
"2327","Cod - Greenland",2,2.05954764,1.36475,2.69411
"2328","Eider - King",12,12.28303334,8.23537,16.4111
"2329","Eider - King",80,81.4421454,51.6542,106.947
"2330","Eider - Common",10,10.3973755,6.8599,13.606
"2331","Char - Arctic",50,50.2592826,31.3965,67.1543
"2332","Cod - Greenland",35,35.126522,22.0534,46.0458
"2333","Seal - Ringed",2,2.040529834,1.39801,2.65535
"2334","Char - Arctic",20,20.112412,13.4875,26.923
"2335","Seal - Ringed",1,1.049303392,0.700241,1.4175
"2336","Goose - Greater White",5,5.15526388,3.5156,6.6835
"2337","Goose - Canada",7,7.23745948,4.67371,9.59137
"2338","Trout - Lake",5,5.0815177,3.33586,6.69057
"2339","Goose - Canada",3,3.16276092,2.00029,4.12035
"2340","Caribou - Union Dolphin",2,2.049631892,1.31533,2.76924
"2341","Muskox",2,2.030597138,1.35089,2.66825
"2342","Seal - Ringed",4,4.07908492,2.75981,5.28651
"2343","Trout - Lake",18,18.41616372,11.758,24.3351
"2344","Char - Arctic",39,39.084256,25.7795,51.0513
"2345","Caribou - Union Dolphin",3,3.03778596,2.10426,4.02787
"2346","Caribou - Union Dolphin",1,1.06088449,0.68955,1.40861
"2347","Seal - Ringed",-1,3.470922692,0.301417,7.77764
"2348","Char - Arctic",5,5.20970454,3.25984,6.8155
"2349","Trout - Lake",3,3.10334242,2.16072,4.23042
"2350","Loon - Common",1,1.038050072,0.709297,1.39409
"2351","Seal - Ringed",2,2.03940226,1.26919,2.66954
"2352","Seal - Ringed",2,2.0743038,1.33178,2.69595
"2353","Muskox",1,1.057598322,0.697652,1.40067
"2354","Muskox",1,1.072277974,0.667862,1.40306
